Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) от продажи, RUB",Факт просрочки
389,20.0,5,2.16,0,0.0,25,4458.598726114649,0.0,0.0,2024840.76433121,7006.369426751592,0.0,0.0,2024840.76433121,7934394.904458598,15170700.63694268,19138853.50318472,19601273.88535032,2770700.636942675,3184713.375796178,6314012.738853503,4338216.560509554,2770700.636942675,3184713.375796178,6314012.738853503,5497452.229299363,731847.1337579618,3149681.52866242,2639490.445859873,9610191.082802547,12678980.89171974,18443312.10191083,10764968.15286624,10342038.21656051,18956687.89808917,21592993.63057325,13404458.59872611,206252866.2420382,211161146.4968153,135494267.5159236,202573885.3503185,208098089.1719745,433757.9617834394,2195541.401273885,3678980.891719745,True
390,20.0,18,4.0,9,2093468.700636942,46,20236942.67515923,23733757.96178344,22159235.66878981,28110191.08280255,24188535.03184713,27928662.42038216,27311464.96815287,35416560.50955414,0.0,0.0,17559235.66878981,30550955.41401274,3759235.668789809,632484.076433121,0.0,5089171.974522293,3759235.668789809,632484.076433121,0.0,5089171.974522293,0.0,0.0,0.0,23296815.2866242,30663694.26751592,56356050.95541401,86517197.45222929,23296815.2866242,30663694.26751592,56356050.95541401,86517197.45222929,66814649.68152866,146904458.5987261,69528662.42038216,63009554.14012738,139272611.4649681,3215923.566878981,7631847.133757962,3805095.541401274,True
391,30.0,16,3.263803680981595,28,16683765.34394905,163,47835031.84713376,61282802.5477707,0.0,117564968.1528662,48019108.28025477,61464331.21019108,0.0,118003184.7133758,38193630.57324841,38042675.15923566,0.0,75693630.5732484,20382165.60509554,31847133.75796178,0.0,51916560.50955414,21503184.7133758,34619745.22292993,0.0,130107006.3694267,31253503.18471337,0.0,49374522.29299363,63161146.49681529,95370700.63694268,0.0,114429936.3057325,94414649.68152866,127715923.566879,0.0,166194267.5159236,0.0,935126114.6496814,531414649.6815286,0.0,686750318.4713376,14919745.22292994,16340764.33121019,0.0,True
392,20.0,19,3.594594594594595,6,3798738.777070064,37,52106369.42675159,49921019.10828026,43062420.3821656,51517197.4522293,82942038.21656051,80554777.0700637,70817834.39490445,75717834.39490445,102739490.4458599,88377707.00636943,105177070.0636943,118803821.656051,0.0,159235668.7898089,15923566.87898089,188057324.8407643,950318.4713375797,161059872.6114649,19967515.92356688,192317834.3949045,185394904.4585988,157165605.0955414,0.0,74657324.84076433,72640764.33121018,92180891.71974522,96561783.43949044,260052229.299363,104595541.4012739,249346496.8152866,96561783.43949044,992889808.9171976,1053743312.101911,1047531210.191083,925418471.3375796,964547133.7579618,41790445.85987261,7796815.286624203,23124840.76433121,True
393,10.0,0,0.0,0,0.0,0,110709554.1401274,106778343.9490446,99183439.49044584,108554777.0700637,114521656.0509554,112512101.910828,101951592.3566879,127764968.1528662,187701273.8853503,175914012.7388535,169136305.7324841,130326114.6496815,6369426.751592357,30254777.07006369,0.0,31847133.75796178,6369426.751592357,30254777.07006369,0.0,31847133.75796178,0.0,50955414.01273885,28025477.70700637,286369426.7515923,257175796.178344,220229936.3057325,164881528.6624204,290417197.4522293,266321019.1082802,283836942.6751592,208310828.0254777,1610004458.598726,1519102547.770701,1223403184.713376,1408265605.095541,1294616560.509554,40870063.69426751,149061146.4968153,114330573.2484076,False
394,310.0,0,0.0,0,0.0,0,343312.101910828,305095.5414012739,375796.178343949,333757.9617834395,343312.101910828,305095.5414012739,375796.178343949,333757.9617834395,1617197.452229299,1575159.23566879,1494267.515923567,3407643.312101911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006369.426751592,1459872.611464968,2007643.312101911,2415923.566878981,1006369.426751592,1459872.611464968,2007643.312101911,2415923.566878981,33923566.87898089,34966878.98089172,21475796.17834395,28800636.94267516,30131847.13375796,1084076.433121019,1557324.840764331,1982802.547770701,False
395,30.0,60,13.01369863013699,38,20659609.75159236,73,37390445.85987261,39108280.25477707,68234394.9044586,133824203.821656,37431210.1910828,39125477.70700637,68488535.03184713,146410191.0828025,45686624.20382165,72542038.21656051,107738216.5605096,85994904.45859872,0.0,0.0,46392356.68789808,96496815.2866242,0.0,0.0,46392356.68789808,96496815.2866242,0.0,0.0,0.0,43065605.0955414,45182165.60509554,44445222.92993631,60794267.51592357,43065605.0955414,45182165.60509554,44445222.92993631,60794267.51592357,368578980.8917198,411894904.4585987,235674522.2929936,268335031.8471338,328087261.1464968,25670063.69426752,9575796.178343948,32895541.40127388,True
396,10.0,0,0.0,0,0.0,0,46066878.98089172,57626114.64968152,72040764.33121018,38320382.16560509,46066878.98089172,57626114.64968152,72040764.33121018,63286624.20382165,29079617.83439491,72235031.84713376,87254140.12738854,76912738.85350318,16687898.08917197,54994904.45859873,63111464.96815287,30814649.68152866,16687898.08917197,54994904.45859873,63111464.96815287,30814649.68152866,25757961.78343949,0.0,37542675.15923566,82525477.70700637,90964968.15286624,108592356.6878981,74843949.04458599,108283439.4904458,90964968.15286624,108592356.6878981,112386624.2038216,411545222.9299363,307114649.6815286,332761146.4968153,355142038.2165605,271207643.3121019,976433.1210191082,2589808.917197452,11426114.64968153,False
397,20.0,39,7.0,2,397936.9936305733,9,0.0,0.0,4458.598726114649,0.0,0.0,0.0,69426.75159235668,0.0,0.0,0.0,14766878.98089172,162420.3821656051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21428662.42038216,15100636.94267516,0.0,0.0,21428662.42038216,15100636.94267516,56312101.91082802,41859235.66878981,0.0,48957961.78343949,37913375.79617834,0.0,645859.8726114649,1345859.872611465,True
398,10.0,0,0.0,0,0.0,0,276433.1210191083,214012.7388535032,151592.3566878981,269426.7515923567,276433.1210191083,214012.7388535032,151592.3566878981,269426.7515923567,9296815.286624204,15543312.10191083,9364968.152866242,8463057.324840764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3614649.681528662,7789171.974522293,722292.9936305733,1907006.369426752,3614649.681528662,7789171.974522293,722292.9936305733,1907006.369426752,54770700.63694267,51945859.87261146,35800636.94267516,43781528.66242038,42235668.78980891,9373248.407643313,12413375.79617834,7843949.044585987,False
399,20.0,3,1.666666666666667,0,0.0,3,109345859.8726115,92122292.99363056,75956050.95541401,63266878.98089172,109400000.0,92165605.0955414,75987898.08917198,63287898.08917197,17658598.72611465,24843312.10191083,29619745.22292994,62310191.08280255,95519108.28025477,85105732.48407643,59754140.12738853,101657961.7834395,95519108.28025477,85105732.48407643,117496815.2866242,159780254.77707,18471337.57961783,0.0,0.0,35358598.72611465,70624203.82165605,46310191.08280255,37766878.98089172,53829936.30573248,84659872.61146496,46310191.08280255,37766878.98089172,478323566.8789809,475998726.1146497,328440764.3312102,457975159.2356688,449761783.4394904,1337579.617834395,3684076.433121019,8459235.668789808,True
400,20.0,23,3.989247311827957,19,11232228.59872611,93,431901910.8280255,605696178.3439491,903749044.5859872,935519745.22293,432561783.4394904,606524840.7643312,905394904.4585989,937630573.2484076,56884713.37579618,123361146.4968153,103470063.6942675,211327388.5350318,115516560.5095541,267927388.5350318,388006369.4267516,501631847.133758,115598089.1719745,268828662.4203821,393756687.8980892,508456050.955414,15923566.87898089,0.0,0.0,248829936.3057325,317252229.299363,436756687.8980892,920587261.1464968,264915923.566879,384775796.178344,492905732.4840765,964605095.5414011,1908198726.114649,2133464968.152866,1484704458.598726,1765809554.140127,1898900636.942675,12004458.59872611,53254777.0700637,48572611.46496815,True
401,240.0,0,0.0,0,0.0,0,25443949.04458599,31524840.76433121,31950955.41401274,274359235.6687898,30446496.81528662,36527388.53503185,93644585.98726116,336388535.0318471,1813770063.694268,2088763694.267516,986992356.687898,1275349681.528662,186945859.8726114,212585987.2611465,222852866.2420382,0.0,188626751.5923567,214377707.0063694,224905095.5414013,72585350.31847133,0.0,0.0,268544585.9872611,2492900636.942675,2769738853.503185,1089589808.917198,1863537579.617834,2492900636.942675,2784456687.898089,1089589808.917198,2264878980.89172,4944845859.872611,1659582802.547771,3952210828.025477,4616779617.834394,1332300636.942675,7909554.140127388,14107643.31210191,149737579.6178344,False
402,20.0,4,1.5,0,0.0,10,36942.67515923567,44585.9872611465,428025.4777070063,1500636.942675159,36942.67515923567,44585.9872611465,428025.4777070063,1500636.942675159,17531210.1910828,15409554.14012739,14731210.1910828,13845859.87261146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6507006.369426752,3828025.477707006,2414012.738853503,5184713.375796178,6987898.089171974,6861783.439490446,7443312.101910828,11691719.74522293,10710828.02547771,10689808.91719745,9857324.84076433,87054140.12738854,109735031.8471338,75431847.13375796,77249044.58598725,109194904.4585987,152229.2993630573,303821.6560509554,1227388.535031847,True
403,0.0,5,4.333333333333333,0,0.0,3,4838853.503184713,4345222.929936306,4004458.598726114,2352229.299363057,4838853.503184713,4345222.929936306,4004458.598726114,2484076.433121019,13896178.34394904,16986624.20382166,25152229.29936305,10179617.8343949,28484076.43312101,34500636.94267516,34220382.16560509,34220382.16560509,28484076.43312101,34500636.94267516,34220382.16560509,34220382.16560509,1410191.082802548,1401273.885350318,1710828.025477707,1386624.203821656,2371974.522292993,3824840.76433121,1260509.554140127,2796815.286624204,3785350.318471337,5226114.649681528,2971337.579617834,190612101.910828,231209554.1401274,147731210.1910828,188507643.3121019,229678980.8917197,1654777.070063694,1435031.847133758,2104458.598726115,True
404,30.0,4,1.515151515151515,0,0.0,99,91645222.9299363,89747133.75796178,164274522.2929936,173773248.4076433,92703184.7133758,90463057.32484075,165312738.8535032,174417834.3949045,66699363.05732484,349496815.2866242,404478980.8917198,683306369.4267516,2858598.72611465,37291082.80254777,35123566.87898089,0.0,3022292.993630573,37300636.94267516,35148407.6433121,33121.01910828026,70394904.45859872,274875796.178344,367889808.9171975,85443949.04458599,256301910.8280254,291779617.8343949,579277707.0063694,155838853.5031847,372775796.178344,568367515.9235668,951018471.3375796,2499085987.261147,3977550318.471337,1562649044.585987,2098298089.171974,3549466242.038217,41528662.42038216,193523566.8789809,178568789.8089172,True
405,10.0,51,20.61111111111111,15,5682853.910828026,18,0.0,103184.7133757962,2744585.987261146,9891082.80254777,0.0,103184.7133757962,2744585.987261146,9891082.80254777,63694.26751592357,5714649.681528662,4112101.910828026,326114.6496815286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114649.6815286624,9830573.248407643,11410828.02547771,11780891.71974522,23289171.97452229,24336942.67515923,19942038.21656051,11895541.40127389,25242038.21656051,34167515.92356688,31352866.24203822,161078343.9490446,181240127.3885351,89218471.33757961,159796178.343949,176052866.2420382,144585.9872611465,4214012.738853503,1282165.605095541,True
406,10.0,19,2.96875,7,1678919.222929936,96,15487898.08917197,20136305.73248408,15909554.14012739,17950955.41401274,15487898.08917197,20136305.73248408,15909554.14012739,17950955.41401274,12191082.80254777,10774522.29299363,12279617.8343949,25744585.98726114,27487261.14649681,24787898.08917197,22877070.06369427,28928025.47770701,27487261.14649681,24812738.85350318,22895541.40127388,28942675.15923567,13244585.98726115,12543312.10191083,10671337.57961783,35225477.70700637,46206369.42675159,50675796.17834394,72044585.98726115,48469426.75159235,60856687.89808917,63219108.28025477,82715923.56687897,436378343.9490446,485587898.089172,298096815.2866242,404516560.5095541,459031210.1910828,18843949.04458599,25657961.78343949,31861783.43949044,True
407,110.0,193,108.6666666666667,3,1200442.566878981,3,61397452.22929936,62428662.42038216,74162420.3821656,70496178.34394903,391631210.1910828,384993630.5732484,412121019.1082802,398326114.6496815,109226114.6496815,131345859.8726115,567255414.0127388,371554140.1273885,198045222.9299363,318549681.5286624,108410191.0828026,0.0,198661146.4968153,319186624.2038217,112633121.0191083,10894267.51592357,159028025.477707,426608917.1974522,127396815.2866242,87491082.80254777,94767515.92356688,233754140.1273885,538750955.4140127,252614012.7388535,245960509.5541401,714985350.3184713,719084076.433121,1170905095.541401,826943949.044586,722564331.210191,927407643.3121018,749615286.6242038,24400000.0,14401910.82802548,134437579.6178344,True
408,60.0,54,54.0,1,331591.178343949,1,107243312.1019108,120117197.4522293,118352229.299363,141044585.9872611,213584076.433121,238401273.8853503,248740764.3312102,274084713.3757961,79365605.0955414,101891082.8025478,110637579.6178344,102503184.7133758,4566242.03821656,2096815.286624204,31945859.87261146,27162420.3821656,4887261.146496815,2668152.866242038,38627388.53503185,28442675.15923567,36562420.3821656,81550955.41401273,152678980.8917197,191271974.522293,224356050.955414,112685987.2611465,129794267.5159236,229305732.4840764,261101273.8853503,196364331.2101911,283950955.4140128,341454140.1273885,204866242.0382166,151897452.2292994,218514012.7388535,189608917.1974522,120467515.9235669,-10329936.30573248,81445222.9299363,True
409,20.0,0,0.0,0,0.0,0,28356050.95541401,57575159.23566879,42871974.52229299,55128025.47770701,28356050.95541401,57575159.23566879,42871974.52229299,55128025.47770701,39366878.98089172,108262420.3821656,125924203.821656,103480254.7770701,0.0,0.0,6369426.751592357,5095541.401273885,0.0,0.0,6369426.751592357,5095541.401273885,1733757.961783439,9554140.127388537,0.0,50253503.18471337,159246496.8152866,129198089.1719745,177715286.6242038,71895541.40127388,159246496.8152866,138752229.299363,177715286.6242038,288425477.7070063,586021656.0509554,527233757.9617834,294444585.9872611,557994904.4585987,30256050.95541401,23797452.22929936,-6019108.280254777,False
410,10.0,0,0.0,0,0.0,0,420382.1656050955,498726.1146496815,1004458.598726115,2275159.23566879,798726.1146496815,813375.7961783439,1202547.770700637,2332484.076433121,368789.8089171975,1724203.821656051,1343312.101910828,2110828.025477707,515923.5668789809,0.0,0.0,354140.127388535,521019.1082802548,15286.62420382166,28662.4203821656,383439.4904458599,0.0,0.0,0.0,2467515.923566879,438216.5605095541,1914649.681528662,1167515.923566879,2467515.923566879,1075159.23566879,1914649.681528662,1167515.923566879,37263694.26751592,44401273.88535032,23243312.10191083,29027388.53503185,35878343.94904459,-1971974.522292993,1398089.171974522,1297452.229299363,False
411,20.0,0,0.0,0,0.0,0,126022292.9936306,89210828.0254777,70422292.99363057,53966878.98089172,127127388.5350318,90807643.3121019,77223566.87898089,68672611.46496814,306570700.6369427,787084713.3757962,813287898.0891719,639016560.5095541,23161783.43949044,0.0,0.0,0.0,30656050.95541401,3966242.03821656,8126751.592356687,14981528.66242038,94625477.70700637,0.0,0.0,368485987.2611465,913166242.0382164,921791082.8025476,1097766878.980892,466984076.433121,991924203.821656,927673248.4076432,1103697452.229299,3319147770.700637,1032082165.605096,1578219745.22293,3251246496.815287,982559872.611465,21298089.17197452,42229936.30573248,14546496.81528662,False
412,0.0,1,1.0,0,0.0,3,1107791719.745223,1147663694.267516,1290027388.535032,1350303821.656051,2057944585.987261,2178118471.33758,2620487898.089172,2195111464.968153,1769739490.44586,3183117197.452229,3414349044.585987,5255055414.012738,0.0,0.0,0.0,0.0,2431652866.242038,2376080891.719745,771433121.0191083,194924840.7643312,0.0,0.0,0.0,2348858598.726115,3715923566.878981,5352926114.649681,8150181528.66242,2786901910.828025,4137289808.917197,5920161783.43949,8697259235.668789,3864552229.299363,3302349044.585987,2216595541.401274,2314185350.318471,2222005095.541401,180613375.7961784,488068789.8089172,1263429936.305732,True
413,20.0,0,0.0,0,0.0,0,260894267.5159236,162945222.9299363,370163694.2675159,3448556050.955414,2155063694.267516,2381121019.10828,2263877707.006369,6395975159.235668,18162600636.94268,16609725477.70701,19766760509.55414,18527737579.61783,0.0,7643312101.910828,6489552229.299363,2834394904.458599,4086763057.324841,13909622292.99363,7882328025.477707,5366440127.388535,7703767515.923567,1724489808.917198,7202791082.802547,14849565605.09554,11642808917.19745,17792554777.07006,19432373248.40764,22722799363.05732,12953250318.47134,19786519745.22293,26999906369.42675,24012230573.24841,30335403821.65605,19794569426.75159,22801174522.29299,27779034394.90446,565878980.8917197,29175159.23566879,185873248.4076433,False
414,20.0,31,19.42857142857143,25,96570284.82802548,28,5362682802.547771,5615426114.649681,6028128662.420382,6061486624.203821,7049436942.675159,6818773248.407643,7766191719.745223,9157288535.031849,12146227388.53503,12185271974.52229,10380640127.38854,11169992993.63057,54062420.3821656,193414012.7388535,239057324.8407643,0.0,1367994267.515924,794196815.2866242,4893165605.095541,8201137579.617834,0.0,320731847.1337579,2078101273.88535,18071601273.88535,14904027388.53503,8180219745.22293,6938933757.961783,18896913375.79618,15610862420.38217,9199988535.031849,9896308917.197453,14108797452.2293,14192429936.30573,11304580254.77707,10756535668.78981,9897873885.35032,2051141401.273885,3331700000.0,2837064968.152866,True
415,0.0,0,0.0,0,0.0,0,3185350.318471338,2398726.114649681,1994904.458598726,1301910.828025478,4577070.063694268,3817197.452229299,3985350.318471337,3315286.624203822,67293630.5732484,82552229.29936305,137652229.299363,123393630.5732484,0.0,0.0,0.0,0.0,90445.85987261146,72611.46496815287,52866.24203821656,789808.9171974522,0.0,1311464.968152866,0.0,19876433.1210191,35800000.0,30033121.01910828,48651592.3566879,21224203.82165605,37470063.69426751,32780254.77707006,49962420.3821656,1299798089.171974,1565587898.089172,856574522.2929935,1188583439.490446,1440875796.178344,61645222.92993631,25433757.96178344,35568789.80891719,False
416,70.0,0,0.0,0,0.0,0,2723566.878980892,845859.8726114649,150318.4713375796,235031.847133758,2761783.439490446,884076.433121019,188535.0318471337,273248.4076433121,9673885.350318473,6081528.662420382,5861146.496815287,5091719.74522293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623566.8789808917,29299.36305732484,5600000.0,5780891.719745223,3469426.751592357,5561146.496815287,5600000.0,7359872.611464968,4094904.458598726,5592356.687898089,33561146.49681529,29603821.65605096,33731210.1910828,33755414.01273885,29274522.29299363,183439.4904458599,20382.16560509554,-194267.5159235669,False
417,30.0,0,0.0,0,0.0,0,584425477.7070063,640468789.8089172,518200636.9426751,373262420.3821656,1548864331.210191,1557934394.904458,1607163057.324841,1792725477.707006,154972611.4649681,346473248.4076433,483121656.0509554,633849681.5286624,0.0,0.0,0.0,0.0,849391719.7452229,863421019.1082802,555683439.4904459,613189808.9171975,0.0,0.0,0.0,495020382.1656051,432784713.3757961,452128025.477707,526235031.8471338,495020382.1656051,432784713.3757961,452128025.477707,538163694.2675159,892772611.4649681,616352866.2420382,202107643.3121019,484956687.8980892,325768789.8089172,113351592.3566879,252047133.7579617,342757961.7834395,False
418,0.0,17,5.251101321585903,87,7008628.458598726,227,4026751.592356688,5250318.471337579,4704458.598726114,4152866.242038216,4053503.184713376,5277070.063694268,4704458.598726114,4152866.242038216,3631847.133757961,2829936.305732484,6650318.471337579,4400636.942675159,1799363.057324841,1550955.414012739,2095541.401273885,2719745.222929936,1799363.057324841,1550955.414012739,2095541.401273885,2719745.222929936,0.0,0.0,1259235.668789809,4707006.369426752,5294267.515923567,9880254.777070064,9094904.458598724,4707006.369426752,5877070.063694268,9880254.777070064,10354140.12738854,73888535.03184713,68049681.52866241,56671337.57961784,72420382.1656051,66521019.10828025,500000.0,867515.9235668789,1468152.866242038,True
419,30.0,0,0.0,0,0.0,0,26460509.55414013,21415923.56687899,18286624.20382165,8590445.859872611,26460509.55414013,21415923.56687899,18286624.20382165,8590445.859872611,48478343.94904459,32352866.24203822,22866242.03821656,67027388.53503185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387898.089171974,1312101.910828025,167476433.1210191,172854777.0700637,67849044.58598725,232761783.4394904,167476433.1210191,172854777.0700637,128349681.5286624,234073885.3503185,221604458.5987261,223771974.522293,235471337.5796178,210749044.5859872,203620382.1656051,1147770.700636943,1234394.904458599,161783.4394904459,False
420,20.0,0,0.0,0,0.0,0,7157961.78343949,6593630.573248408,5708280.25477707,5224203.821656051,7157961.78343949,6593630.573248408,5708280.25477707,5224203.821656051,16619108.28025478,21578980.89171974,15512738.85350318,10389808.91719745,7388535.031847133,8047770.700636942,6456050.955414012,9886624.203821655,7388535.031847133,8047770.700636942,6456050.955414012,9886624.203821655,0.0,0.0,1266242.03821656,51320382.16560509,47727388.53503185,42028662.42038216,38263694.26751592,51320382.16560509,48542675.15923566,42028662.42038216,39529936.30573248,84594904.45859872,84704458.59872611,113202547.7707006,71649681.52866241,70522929.93630573,1075796.178343949,558598.7261146497,2110828.025477707,False
421,0.0,3,1.5,0,0.0,4,1180891.719745223,1301273.885350318,1378980.891719745,2649044.585987261,1967515.923566879,2154140.127388535,2195541.401273885,3859872.611464968,143743949.044586,142178343.9490446,137837579.6178344,136022292.9936306,0.0,0.0,0.0,0.0,13375.79617834395,36305.73248407643,31210.19108280255,75796.17834394904,0.0,0.0,0.0,9213375.796178345,7746496.815286624,8417834.394904459,11282165.60509554,11747770.70063694,10865605.0955414,11431847.13375796,14302547.77070064,210206369.4267516,205065605.0955414,181243312.1019108,194562420.3821656,190675159.2356688,23165605.0955414,12950318.47133758,14461146.49681529,True
422,10.0,0,0.0,0,0.0,0,291191719.7452229,237383439.4904459,275096178.343949,440905095.5414013,291198726.1146497,237474522.2929936,275712738.8535032,472805732.4840765,7565557961.78344,2957015286.624204,2780989171.974522,3611500000.0,103821656.0509554,0.0,0.0,62101910.82802548,108754140.1273885,5128025.477707006,47480891.71974522,251921019.1082802,0.0,506034394.9044586,47575796.17834394,9964372611.464968,4140949681.528662,6507803821.656051,10300173248.40764,9964372611.464968,4140949681.528662,7013838216.56051,10347749044.58599,11055775796.17834,11077145222.92994,11049070063.69427,9866991719.745222,9082321656.050957,114724840.7643312,108391082.8025478,499493630.5732484,False
423,40.0,3,2.0,0,0.0,5,928295541.4012738,842003184.7133758,1106505095.541401,1271776433.121019,966870063.6942676,888828662.4203821,1162870700.636943,1330391082.802548,30832484.07643312,21099363.05732484,158064968.1528662,200320382.1656051,0.0,0.0,660761146.4968152,599205095.5414013,1132484.076433121,1450318.47133758,662335031.8471338,601152866.2420382,0.0,0.0,0.0,26155414.01273885,23165605.0955414,40699363.05732484,50659872.61146497,28711464.96815287,44567515.92356688,41883439.49044586,56332484.07643312,447185987.2611465,662695541.4012738,205373885.3503185,450112101.910828,666805095.5414013,0.0,-20095541.40127388,-8520382.165605094,True
424,10.0,34,7.666666666666667,23,9108529.222929934,51,1614772611.464968,1469085350.318471,2039011464.968153,2686367515.923567,1614998089.171974,1469272611.464968,2039166878.980892,2686650318.471337,841335668.7898089,854741401.2738854,1091204458.598726,3898138853.503185,134681528.6624204,0.0,399117197.4522293,2115952866.242038,172400000.0,42982802.5477707,474429299.3630573,2183626114.649682,304324840.7643312,114649.6815286624,517666878.9808917,1588698089.171974,1908787898.089172,2308813375.796178,4113174522.292994,1893022929.936305,1908787898.089172,2308928025.477707,4630841401.273885,7212398726.11465,13162663057.32484,5121523566.878981,7047499363.057324,13040614649.68153,566944585.9872612,186423566.8789809,116724203.821656,True
425,20.0,0,0.0,0,0.0,0,18043312.10191083,18376433.1210191,16664968.15286624,15712101.91082802,18166878.98089172,18556687.89808917,16831210.1910828,15915286.62420382,49256050.95541401,42013375.79617834,62321019.10828025,60480254.77707006,28201273.88535032,49770700.63694267,13815286.62420382,56777070.06369427,29726114.64968153,51370063.69426751,15275796.17834395,57976433.1210191,42839490.44585987,42356687.89808917,0.0,68372611.46496814,60949044.58598726,80792993.63057324,75939490.44585986,111212101.910828,67699363.05732484,123162420.3821656,75939490.44585986,332313375.7961783,350820382.1656051,259396178.343949,240252866.2420382,259988535.0318471,7673885.350318471,836942.6751592356,15681528.66242038,False
426,,0,0.0,0,0.0,0,0.0,66131210.1910828,59700000.0,48150955.41401274,0.0,66131210.1910828,61480254.77707006,48150955.41401274,0.0,345244585.9872611,514080891.7197452,349673248.4076433,0.0,0.0,0.0,33745222.9299363,0.0,0.0,0.0,33745222.9299363,0.0,0.0,0.0,0.0,612096815.2866242,878782165.6050955,510591082.8025478,0.0,612096815.2866242,878782165.6050955,510591082.8025478,2929620382.165605,1734202547.7707,1440322292.99363,2800423566.878981,1640626751.592357,0.0,1835031.847133757,42145859.87261146,False
427,10.0,16,4.142857142857143,5,1358574.388535032,21,101358598.7261146,89007643.3121019,84194267.51592356,173532484.0764331,141494267.5159236,145000636.9426751,128510828.0254777,236110191.0828025,47495541.40127389,47482165.60509554,61074522.29299363,39405732.48407643,106281528.6624204,109110828.0254777,117219745.2229299,182507643.3121019,112436942.6751592,114834394.9044586,121543312.1019108,188460509.5541401,2709554.140127388,394904.4585987261,2215286.624203822,82501273.88535032,72232484.07643312,57980891.71974522,67164968.15286624,87355414.01273885,76164331.21019109,62816560.50955414,74592993.63057324,348171337.5796178,355615286.6242038,234694267.5159236,246919108.2802548,245738216.5605096,4344585.987261146,19264331.21019108,30229299.36305732,True
428,10.0,0,0.0,0,0.0,0,45564968.15286624,42822292.99363057,39729299.36305732,57143949.04458599,47192993.63057324,44771974.52229299,46115286.62420382,67729936.30573249,39182802.5477707,45150318.47133758,68055414.01273885,91162420.3821656,31648407.6433121,53503184.71337579,38216560.50955414,73704458.59872611,32964968.15286624,55346496.81528662,39842038.21656051,75742675.15923567,0.0,37354140.12738854,22310828.02547771,59168789.8089172,35634394.9044586,56031210.1910828,93478343.9490446,59426114.64968152,41603184.71337579,94719108.28025477,117877707.0063694,366647770.7006369,455230573.2484076,232012101.910828,313068789.8089172,375414649.6815286,2801273.885350318,23959872.61146497,3550318.47133758,False
429,20.0,0,0.0,0,0.0,0,20257324.84076433,18371337.57961783,19072611.46496815,19554140.12738853,20257324.84076433,18371337.57961783,19072611.46496815,19592356.68789809,19147133.75796178,15184076.43312102,10063694.26751592,9226751.592356687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39247770.70063694,41428662.42038216,34764968.15286624,67056687.89808917,72080254.77707006,68761783.43949044,81049044.58598725,106304458.5987261,104356050.955414,110190445.8598726,115814012.7388535,184127388.5350318,188781528.6624204,207243312.1019108,182770063.6942675,186958598.7261146,1503184.713375796,8438216.560509553,1357324.840764331,False
