Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","2019, Основные средства , RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB",Факт просрочки
328,20.0,4,4.0,0,0.0,84056050.95541401,0.0,9554140.127388537,0.0,0.0,9554140.127388537,1238216.560509554,1965605.095541401,382186624.2038217,True
329,10.0,3,3.0,0,0.0,3131601273.88535,0.0,12989171.97452229,0.0,0.0,290970700.6369427,686320382.1656051,245101273.8853503,1251333121.019108,True
330,20.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305095.5414012739,2539490.445859873,41408280.25477707,False
331,20.0,13,8.2,3,8325753.121019109,785202547.7707006,2136732484.076433,2150414012.738853,3835887898.089172,2715691719.745223,4014419108.280255,3927204458.598726,2779128025.477707,6868942675.159235,True
332,20.0,16,6.875,25,11025629.40127388,264937579.6178344,235984076.433121,31138853.50318472,158654140.1273885,83681528.66242038,31138853.50318472,186801910.8280254,154122929.9363057,785967515.9235668,True
333,10.0,86,5.575757575757576,8,4387249.687898089,123224203.821656,0.0,0.0,0.0,2738853.503184713,0.0,0.0,2738853.503184713,571085350.3184713,True
334,30.0,14,5.576923076923077,10,6262072.152866242,181838853.5031847,766921656.0509554,191082802.5477707,191082802.5477707,509554140.1273885,191082802.5477707,191082802.5477707,509554140.1273885,1124327388.535032,True
335,10.0,2,1.5,0,0.0,3622929.936305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26300000.0,True
336,20.0,4,1.238095238095238,0,0.0,9302547.770700635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76292993.63057324,True
337,10.0,8,2.833333333333333,1,15644.33757961783,31222292.99363057,0.0,455095541.4012738,612138216.5605096,436050955.4140127,455105095.5414013,612142675.1592356,446654140.1273885,145203821.656051,True
338,10.0,55,13.86111111111111,161,122916156.7006369,27247770.70063695,51024840.76433121,0.0,0.0,63694267.51592357,37750318.47133758,38107006.36942675,102498726.1146497,737535031.8471338,True
339,10.0,0,0.0,0,0.0,173143949.044586,106565605.0955414,117028025.477707,130229299.3630573,135777707.0063694,117028025.477707,130526751.5923567,136627388.5350319,838185350.3184713,False
340,10.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
341,10.0,9,2.055555555555556,4,737776.5286624203,1559872.611464968,3395541.401273885,2759872.611464968,5552229.299363057,4139490.445859872,2759872.611464968,6090445.859872611,4245222.929936306,9164968.152866242,True
342,30.0,11,3.059523809523809,13,7108949.242038216,28818471.33757961,0.0,0.0,96340764.33121018,95541401.27388534,0.0,96340764.33121018,95541401.27388534,165624840.7643312,True
343,20.0,25,14.0,6,2728126.178343949,49950318.47133758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144048407.6433121,True
344,20.0,12,7.090909090909091,7,1900213.76433121,54777.07006369426,0.0,0.0,0.0,90132484.07643312,0.0,0.0,90132484.07643312,73577070.06369427,True
345,20.0,167,13.05555555555556,6,0.0509554140127388,20020382.16560509,0.0,0.0,0.0,0.0,244585.9872611465,299363.0573248407,379617.8343949045,26595541.40127388,True
346,10.0,0,0.0,0,0.0,271368152.8662421,83821656.05095541,62942038.21656051,42675159.23566879,0.0,600166242.0382166,341786624.2038217,162925477.7070064,103021656.0509554,False
347,10.0,0,0.0,0,0.0,362469426.7515923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3306746496.815287,False
348,10.0,0,0.0,0,0.0,46342675.15923566,0.0,0.0,0.0,0.0,8282802.5477707,7007643.312101911,1767515.923566879,164004458.5987261,False
349,0.0,13,6.066666666666666,9,18461272.68789809,32843312.10191083,0.0,0.0,0.0,0.0,2048407.643312101,1951592.356687898,1872611.464968153,498876433.1210191,True
350,10.0,0,0.0,0,0.0,1368311464.968153,0.0,191082802.5477707,0.0,0.0,208447133.7579617,17212101.91082802,581217197.4522293,72756687.89808917,False
351,20.0,13,3.366935483870968,56,94991443.22929934,113997452.2292994,401273885.3503184,388535031.8471338,308917197.4522293,308917197.4522293,388811464.9681528,309619745.2229299,309682802.5477707,430563057.3248407,True
352,0.0,1,1.0,0,0.0,1168543312.101911,0.0,0.0,0.0,0.0,58654777.0700637,52936942.67515923,60874522.29299363,491457324.8407643,True
353,20.0,7,2.428571428571428,1,211982.9044585987,19484713.37579618,56950955.41401274,58248407.6433121,59331210.1910828,58184713.37579618,58248407.6433121,59331210.1910828,58184713.37579618,34692356.68789808,True
354,20.0,82,14.18181818181818,18,9638166.267515924,25728662.42038216,29355414.01273885,62482165.60509554,46398089.17197452,59321019.10828025,62482165.60509554,46398089.17197452,59321019.10828025,36498089.17197452,True
355,10.0,5,3.142857142857143,0,0.0,638853.5031847133,13891719.74522293,5467515.923566879,4843312.101910828,7466242.03821656,5467515.923566879,4843312.101910828,7466242.03821656,62932484.07643312,True
356,10.0,8,5.0,2,4416472.280254778,15035443949.04459,0.0,0.0,0.0,0.0,0.0,842555414.0127388,121615923.566879,18939125477.707,True
357,70.0,38,23.0,4,9764865.49044586,105745259872.6115,7008257324.840764,912210191.0828024,6817230573.248407,7111180254.77707,14771070063.69427,20453946496.81528,26269142675.15924,24199949681.52866,True
358,20.0,6,3.75,4,2058333.649681529,1535668.789808917,95541401.27388534,95541401.27388534,95541401.27388534,135181528.6624204,95541401.27388534,95541401.27388534,135181528.6624204,1373943312.101911,True
359,0.0,0,0.0,0,0.0,12520382.16560509,0.0,0.0,0.0,0.0,250318.4713375796,134394.9044585987,148407.6433121019,53621656.05095541,False
360,10.0,1,1.0,0,0.0,215453503.1847134,0.0,0.0,0.0,0.0,0.0,1638853.503184713,2475796.178343949,209635668.7898089,True
361,90.0,0,0.0,0,0.0,956756687.8980892,0.0,0.0,0.0,0.0,-110191.0828025478,871337.5796178344,1182802.547770701,7128405732.484076,False
362,70.0,0,0.0,0,0.0,5792862420.382165,0.0,0.0,0.0,0.0,636.9426751592356,3184.713375796178,336814012.7388535,5125477.707006369,False
363,20.0,0,0.0,0,0.0,9658036942.67516,2461146496.815287,9146369426.751593,0.0,5723282165.605095,10056621019.10828,800605732.4840764,6425207643.312101,9600252229.299362,False
364,30.0,489,23.33898305084746,36,47007941.78980892,2336706369.426752,0.0,0.0,0.0,0.0,698163057.3248408,97921019.10828026,646232484.0764331,5227792993.630573,True
365,30.0,0,0.0,0,0.0,2325689171.974522,4410825477.707006,3515935668.789809,2028069426.751592,3529019108.280255,3764035031.847134,2341069426.751592,3986519108.280255,2453019108.280255,False
366,10.0,3,3.0,0,0.0,884444585.987261,0.0,0.0,0.0,0.0,30817834.39490446,27128025.47770701,33771974.52229299,4710035031.847134,True
367,50.0,10,3.0,2,679163.7070063694,419108.2802547771,0.0,63694267.51592357,63694267.51592357,0.0,63695541.40127389,63695541.40127389,1273.885350318471,348728025.477707,True
368,10.0,17,6.75,2,3803918.47133758,9771337.579617834,0.0,3870063.694267516,2026114.649681529,0.0,3870063.694267516,2026114.649681529,0.0,175250318.4713376,True
369,350.0,12,6.032258064516129,13,5340562.802547771,2534274522.292993,6369426751.592357,6369426751.592357,3184713375.796178,34015035668.78981,19886564968.15286,15977898089.17197,45716340127.38853,61049271974.52229,True
370,310.0,441,113.5,7,2060185.885350318,26075159.23566879,0.0,0.0,0.0,0.0,0.0,0.0,11550955.41401274,203674522.2929936,True
371,0.0,0,0.0,0,0.0,14398726.11464968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70292993.63057324,False
372,20.0,16,3.7,1,31847.13375796178,3251592.356687898,0.0,0.0,0.0,0.0,0.0,252866.2420382166,246496.8152866242,12831847.13375796,True
373,10.0,1,1.0,0,0.0,85935031.84713376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298833121.0191083,True
374,10.0,4,2.5,0,0.0,98738853.5031847,0.0,0.0,0.0,0.0,0.0,747770.7006369426,2083439.49044586,60633121.01910828,True
375,10.0,0,0.0,0,0.0,5252080891.719745,0.0,0.0,0.0,0.0,0.0,1283157961.783439,1505192356.687898,1513815286.624204,False
376,10.0,0,0.0,0,0.0,2060671337.579617,0.0,0.0,0.0,0.0,0.0,466474522.2929936,373935031.8471338,4050218471.337579,False
377,20.0,39,5.873134328358209,33,14142141.79617834,306924840.7643312,65592993.63057324,65438216.56050956,80952229.29936305,245378980.8917197,65438216.56050956,80952229.29936305,245378980.8917197,720392356.687898,True
378,40.0,5,5.0,0,0.0,33324203.82165605,215286624.2038217,379044585.9872611,414012738.8535032,400984713.3757961,379067515.9235669,414144585.9872611,401082165.6050955,94461146.49681528,True
379,40.0,4,3.153846153846154,0,0.0,8298726.114649681,138216.5605095541,138216.5605095541,138216.5605095541,138216.5605095541,138216.5605095541,138216.5605095541,138216.5605095541,35266878.98089172,True
380,0.0,0,0.0,0,0.0,64424840.76433121,0.0,0.0,0.0,0.0,112738.8535031847,116560.5095541401,109554.1401273885,85256687.89808917,False
381,20.0,37,12.3125,17,8092683.777070063,61879617.8343949,32035668.78980892,56383439.49044586,50942675.15923566,46027388.53503185,56383439.49044586,50942675.15923566,46027388.53503185,23875796.17834395,True
382,20.0,19,2.561904761904762,11,5284857.541401274,8052229.299363057,0.0,57457961.78343949,22141401.27388535,37308280.25477707,58015286.62420382,22685987.2611465,37655414.01273885,249178980.8917197,True
383,80.0,11,6.0,10,4399851.318471338,1733934394.904458,1222292993.630573,520644585.9872611,1069370700.636943,651854777.0700637,699236942.6751592,1280498089.171974,859346496.8152866,5394338216.56051,True
384,10.0,205,43.2,1,0.0063694267515923,24312101.91082802,0.0,0.0,0.0,0.0,-193630.5732484076,-196815.2866242038,490445.8598726115,1025076433.121019,True
385,0.0,8,2.068965517241379,4,0.0700636942675159,3362420.382165605,4812101.910828025,3376433.121019108,7376433.121019108,5059872.611464968,3376433.121019108,7376433.121019108,5059872.611464968,30685350.31847133,True
386,10.0,5,5.0,0,0.0,654777.0700636943,0.0,0.0,-21019.10828025477,0.0,17197.45222929936,-3821.656050955414,5732.484076433121,47861146.49681529,True
387,10.0,7,2.684210526315789,5,1406671.414012739,30461783.43949044,1231210.191082803,4943949.044585987,25408917.19745223,29326751.59235669,4943949.044585987,25408917.19745223,29326751.59235669,17211464.96815287,True
388,20.0,11,7.0,3,1908878.280254777,42043949.04458599,0.0,0.0,0.0,0.0,1950955.414012739,2515286.624203822,1764968.152866242,174643312.1019108,True
389,20.0,5,2.16,0,0.0,2024840.76433121,2770700.636942675,3184713.375796178,6314012.738853503,4338216.560509554,3184713.375796178,6314012.738853503,5497452.229299363,21592993.63057325,True
390,20.0,18,4.0,9,2093468.700636942,28110191.08280255,3759235.668789809,632484.076433121,0.0,5089171.974522293,632484.076433121,0.0,5089171.974522293,56356050.95541401,True
391,30.0,16,3.263803680981595,28,16683765.34394905,117564968.1528662,20382165.60509554,31847133.75796178,0.0,51916560.50955414,34619745.22292993,0.0,130107006.3694267,0.0,True
392,20.0,19,3.594594594594595,6,3798738.777070064,51517197.4522293,0.0,159235668.7898089,15923566.87898089,188057324.8407643,161059872.6114649,19967515.92356688,192317834.3949045,249346496.8152866,True
393,10.0,0,0.0,0,0.0,108554777.0700637,6369426.751592357,30254777.07006369,0.0,31847133.75796178,30254777.07006369,0.0,31847133.75796178,283836942.6751592,False
394,310.0,0,0.0,0,0.0,333757.9617834395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007643.312101911,False
395,30.0,60,13.01369863013699,38,20659609.75159236,133824203.821656,0.0,0.0,46392356.68789808,96496815.2866242,0.0,46392356.68789808,96496815.2866242,44445222.92993631,True
396,10.0,0,0.0,0,0.0,38320382.16560509,16687898.08917197,54994904.45859873,63111464.96815287,30814649.68152866,54994904.45859873,63111464.96815287,30814649.68152866,108592356.6878981,False
397,20.0,39,7.0,2,397936.9936305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21428662.42038216,True
398,10.0,0,0.0,0,0.0,269426.7515923567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722292.9936305733,False
399,20.0,3,1.666666666666667,0,0.0,63266878.98089172,95519108.28025477,85105732.48407643,59754140.12738853,101657961.7834395,85105732.48407643,117496815.2866242,159780254.77707,46310191.08280255,True
400,20.0,23,3.989247311827957,19,11232228.59872611,935519745.22293,115516560.5095541,267927388.5350318,388006369.4267516,501631847.133758,268828662.4203821,393756687.8980892,508456050.955414,492905732.4840765,True
401,240.0,0,0.0,0,0.0,274359235.6687898,186945859.8726114,212585987.2611465,222852866.2420382,0.0,214377707.0063694,224905095.5414013,72585350.31847133,1089589808.917198,False
402,20.0,4,1.5,0,0.0,1500636.942675159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10689808.91719745,True
403,0.0,5,4.333333333333333,0,0.0,2352229.299363057,28484076.43312101,34500636.94267516,34220382.16560509,34220382.16560509,34500636.94267516,34220382.16560509,34220382.16560509,5226114.649681528,True
404,30.0,4,1.515151515151515,0,0.0,173773248.4076433,2858598.72611465,37291082.80254777,35123566.87898089,0.0,37300636.94267516,35148407.6433121,33121.01910828026,568367515.9235668,True
405,10.0,51,20.61111111111111,15,5682853.910828026,9891082.80254777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34167515.92356688,True
406,10.0,19,2.96875,7,1678919.222929936,17950955.41401274,27487261.14649681,24787898.08917197,22877070.06369427,28928025.47770701,24812738.85350318,22895541.40127388,28942675.15923567,63219108.28025477,True
407,110.0,193,108.6666666666667,3,1200442.566878981,70496178.34394903,198045222.9299363,318549681.5286624,108410191.0828026,0.0,319186624.2038217,112633121.0191083,10894267.51592357,714985350.3184713,True
408,60.0,54,54.0,1,331591.178343949,141044585.9872611,4566242.03821656,2096815.286624204,31945859.87261146,27162420.3821656,2668152.866242038,38627388.53503185,28442675.15923567,196364331.2101911,True
409,20.0,0,0.0,0,0.0,55128025.47770701,0.0,0.0,6369426.751592357,5095541.401273885,0.0,6369426.751592357,5095541.401273885,138752229.299363,False
410,10.0,0,0.0,0,0.0,2275159.23566879,515923.5668789809,0.0,0.0,354140.127388535,15286.62420382166,28662.4203821656,383439.4904458599,1914649.681528662,False
411,20.0,0,0.0,0,0.0,53966878.98089172,23161783.43949044,0.0,0.0,0.0,3966242.03821656,8126751.592356687,14981528.66242038,927673248.4076432,False
412,0.0,1,1.0,0,0.0,1350303821.656051,0.0,0.0,0.0,0.0,2376080891.719745,771433121.0191083,194924840.7643312,5920161783.43949,True
413,20.0,0,0.0,0,0.0,3448556050.955414,0.0,7643312101.910828,6489552229.299363,2834394904.458599,13909622292.99363,7882328025.477707,5366440127.388535,19786519745.22293,False
414,20.0,31,19.42857142857143,25,96570284.82802548,6061486624.203821,54062420.3821656,193414012.7388535,239057324.8407643,0.0,794196815.2866242,4893165605.095541,8201137579.617834,9199988535.031849,True
415,0.0,0,0.0,0,0.0,1301910.828025478,0.0,0.0,0.0,0.0,72611.46496815287,52866.24203821656,789808.9171974522,32780254.77707006,False
416,70.0,0,0.0,0,0.0,235031.847133758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4094904.458598726,False
417,30.0,0,0.0,0,0.0,373262420.3821656,0.0,0.0,0.0,0.0,863421019.1082802,555683439.4904459,613189808.9171975,452128025.477707,False
418,0.0,17,5.251101321585903,87,7008628.458598726,4152866.242038216,1799363.057324841,1550955.414012739,2095541.401273885,2719745.222929936,1550955.414012739,2095541.401273885,2719745.222929936,9880254.777070064,True
419,30.0,0,0.0,0,0.0,8590445.859872611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128349681.5286624,False
420,20.0,0,0.0,0,0.0,5224203.821656051,7388535.031847133,8047770.700636942,6456050.955414012,9886624.203821655,8047770.700636942,6456050.955414012,9886624.203821655,42028662.42038216,False
421,0.0,3,1.5,0,0.0,2649044.585987261,0.0,0.0,0.0,0.0,36305.73248407643,31210.19108280255,75796.17834394904,11431847.13375796,True
422,10.0,0,0.0,0,0.0,440905095.5414013,103821656.0509554,0.0,0.0,62101910.82802548,5128025.477707006,47480891.71974522,251921019.1082802,7013838216.56051,False
423,40.0,3,2.0,0,0.0,1271776433.121019,0.0,0.0,660761146.4968152,599205095.5414013,1450318.47133758,662335031.8471338,601152866.2420382,41883439.49044586,True
424,10.0,34,7.666666666666667,23,9108529.222929934,2686367515.923567,134681528.6624204,0.0,399117197.4522293,2115952866.242038,42982802.5477707,474429299.3630573,2183626114.649682,2308928025.477707,True
425,20.0,0,0.0,0,0.0,15712101.91082802,28201273.88535032,49770700.63694267,13815286.62420382,56777070.06369427,51370063.69426751,15275796.17834395,57976433.1210191,123162420.3821656,False
426,,0,0.0,0,0.0,48150955.41401274,0.0,0.0,0.0,33745222.9299363,0.0,0.0,33745222.9299363,878782165.6050955,False
427,10.0,16,4.142857142857143,5,1358574.388535032,173532484.0764331,106281528.6624204,109110828.0254777,117219745.2229299,182507643.3121019,114834394.9044586,121543312.1019108,188460509.5541401,62816560.50955414,True
428,10.0,0,0.0,0,0.0,57143949.04458599,31648407.6433121,53503184.71337579,38216560.50955414,73704458.59872611,55346496.81528662,39842038.21656051,75742675.15923567,94719108.28025477,False
429,20.0,0,0.0,0,0.0,19554140.12738853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110190445.8598726,False
430,20.0,21,5.523809523809524,8,1949157.197452229,97258598.72611465,0.0,0.0,0.0,0.0,0.0,14925477.70700637,18430573.24840764,173073885.3503185,True
431,10.0,0,0.0,0,0.0,14374522.29299363,1181528.662420382,0.0,0.0,0.0,0.0,0.0,0.0,58914012.7388535,False
432,20.0,18,8.761904761904763,29,11465256.07643312,30658598.72611465,17760509.55414013,13689171.97452229,32715286.62420382,0.0,13689171.97452229,32715286.62420382,0.0,57669426.75159235,True
433,10.0,21,8.125,5,700396.0191082802,4310191.082802547,1932484.076433121,0.0,0.0,3184713.375796178,0.0,0.0,3184713.375796178,687876433.1210191,True
434,10.0,0,0.0,0,0.0,351785987.2611465,0.0,0.0,0.0,0.0,1964968.152866242,4349044.585987261,5354777.070063694,25766242.03821656,False
435,20.0,1,1.0,0,0.0,230573.2484076433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11181528.66242038,True
436,0.0,31,17.0,1,0.019108280254777,5319745.222929936,0.0,0.0,0.0,0.0,131847.1337579618,0.0,0.0,236585987.2611465,True
437,10.0,0,0.0,0,0.0,1194904.458598726,0.0,0.0,0.0,0.0,0.0,1273.885350318471,384076.4331210191,84160509.55414012,False
438,0.0,10,5.5,1,0.0063694267515923,3252229.299363057,0.0,0.0,0.0,3915286.624203822,0.0,1902547.770700637,4944585.987261146,39297452.22929936,True
439,20.0,2,2.0,0,0.0,20627388.53503185,18490445.85987261,54012101.91082802,49864968.15286624,72907643.3121019,54021019.10828025,53217197.4522293,77001273.88535032,7078980.891719745,True
440,20.0,2,1.142857142857143,0,0.0,164952866.2420382,0.0,0.0,0.0,0.0,24959235.66878981,10306369.42675159,72380254.77707006,893362420.3821656,True
441,10.0,0,0.0,0,0.0,44297929936.30573,0.0,0.0,1808199363.057325,1808199363.057325,0.0,3508540764.33121,3747116560.509554,10600749044.58599,False
442,0.0,1,1.0,0,0.0,21656.05095541401,0.0,0.0,0.0,0.0,0.0,2124203.821656051,0.0,8647770.700636942,True
443,30.0,0,0.0,0,0.0,2703821.656050955,0.0,0.0,0.0,0.0,0.0,49044.58598726115,40127.38853503185,126140764.3312102,False
444,60.0,8,2.521739130434783,3,1155078.509554141,195090445.8598726,0.0,83342038.21656051,270201273.8853503,439451592.3566879,83362420.3821656,270366878.9808917,440216560.5095541,157972611.4649681,True
445,10.0,7,2.342105263157895,1,661849.6815286624,177160509.5541401,35369426.75159235,18897452.22929936,419882802.5477707,212883439.4904459,19540764.33121019,457472611.4649681,251228662.4203821,310808280.2547771,True
446,10.0,152,68.95238095238095,19,6944854.439490446,44735668.78980891,0.0,0.0,0.0,0.0,0.0,0.0,8050318.471337579,1092370700.636943,True
447,0.0,3,2.333333333333333,0,0.0,6831847.133757962,0.0,0.0,0.0,12212101.91082802,0.0,0.0,12921019.10828026,0.0,True
448,20.0,3,1.666666666666667,0,0.0,439219108.2802548,0.0,0.0,0.0,191082802.5477707,0.0,19093630.57324841,244120382.1656051,1379961783.43949,True
449,0.0,0,0.0,0,0.0,5117197.4522293,0.0,0.0,0.0,0.0,0.0,0.0,1550955.414012739,33192356.68789809,False
450,10.0,53,19.6046511627907,28,9783023.52866242,1491082.802547771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15321019.10828026,True
451,0.0,1,1.0,0,0.0,6724203.821656051,0.0,7643312.101910828,5095541.401273885,0.0,7643312.101910828,5095541.401273885,0.0,21598726.11464968,True
452,10.0,4,4.0,0,0.0,835031.8471337579,0.0,0.0,0.0,0.0,0.0,0.0,14649.68152866242,87584076.43312101,True
453,30.0,1,1.0,0,0.0,1714929299.363057,0.0,296470063.6942675,726482165.6050955,1165759872.611465,305131210.1910828,727228025.477707,1182207006.369427,636893630.5732484,True
454,20.0,0,0.0,0,0.0,8184713.375796178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213565605.0955414,False
455,60.0,282,17.22828784119107,291,271633129.9872615,133612613375.7962,0.0,0.0,19770247770.70064,91805389171.97452,810775796.1783439,20625176433.12102,92990146496.81528,921213375.7961783,True
456,40.0,0,0.0,0,0.0,118777070.0636943,0.0,0.0,0.0,0.0,355414.0127388535,348407.6433121019,318471.3375796178,264203821.6560509,False
457,10.0,0,0.0,0,0.0,1499363.057324841,0.0,0.0,0.0,0.0,0.0,0.0,791082.8025477707,10952229.29936306,False
458,10.0,46,20.0,9,1132672.006369427,2290235031.847134,0.0,0.0,573248407.6433121,0.0,304187261.1464968,703839490.4458598,465354777.0700637,10605639490.44586,True
459,10.0,5,2.230769230769231,0,0.0,1740127.388535032,0.0,0.0,0.0,0.0,0.0,12738.85350318471,1438216.560509554,31068152.86624204,True
460,0.0,0,0.0,0,0.0,2529299.363057325,0.0,0.0,0.0,0.0,0.0,0.0,707006.3694267515,0.0,False
461,10.0,5,2.0,0,0.0,3864331.210191082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36387898.08917198,True
462,240.0,24,14.7,8,2164017.94267516,8126751.592356687,0.0,0.0,0.0,0.0,1103821.656050955,1102547.770700637,3607006.369426752,307616560.5095541,True
463,10.0,171,99.83333333333331,23,4133240.178343949,15484076.43312102,14771337.57961783,23435031.84713376,21672611.46496815,70817834.39490445,23608917.19745223,22033121.01910828,71229299.36305732,100791082.8025478,True
464,30.0,43,9.31578947368421,10,3026065.439490446,0.0,0.0,0.0,0.0,0.0,121907006.3694267,200326751.5923567,307092993.6305732,7615961783.43949,True
465,20.0,1,1.0,0,0.0,340127.3885350318,0.0,0.0,4257324.840764331,3042038.216560509,0.0,4257324.840764331,3042038.216560509,3731847.133757961,True
466,30.0,0,0.0,0,0.0,2621656.050955414,0.0,0.0,0.0,6461783.439490446,0.0,0.0,6494267.515923566,0.0,False
467,10.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3248407.643312102,0.0,0.0,3248407.643312102,2763694.267515924,False
468,0.0,3,2.0,0,0.0,1607643.312101911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780891.719745223,True
469,10.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,5703821.656050955,0.0,0.0,5703821.656050955,9030573.248407643,True
470,30.0,342,50.68181818181818,32,49865878.92993631,10480705732.48408,19868789.8089172,0.0,0.0,0.0,47341401.27388535,84028662.42038216,199235668.7898089,871982802.5477706,True
471,0.0,0,0.0,0,0.0,538853.5031847133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26351592.3566879,False
472,30.0,2,1.714285714285714,0,0.0,909925477.7070065,0.0,0.0,0.0,0.0,10408280.25477707,11350955.41401274,17021019.10828025,2070375796.178344,True
473,20.0,9,6.6,7,3221303.133757961,550216560.5095541,0.0,0.0,0.0,0.0,2538853.503184713,228321656.0509554,472282802.5477707,10632327388.53503,True
474,20.0,3,3.0,0,0.0,239347770.7006369,66083439.49044586,335042038.2165605,335621656.0509554,442071337.5796178,342502547.7707006,343101273.8853503,449439490.4458599,214945222.9299363,True
475,10.0,0,0.0,0,0.0,83147133.75796178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355411464.9681529,False
476,10.0,0,0.0,0,0.0,680891.719745223,0.0,0.0,0.0,1592356.687898089,0.0,0.0,1592356.687898089,62228025.47770701,False
477,290.0,211,211.0,1,192880.6751592356,22577070.06369427,0.0,0.0,22225477.70700637,16239490.44585987,0.0,22225477.70700637,16239490.44585987,15185987.2611465,True
478,10.0,0,0.0,0,0.0,226173885.3503185,0.0,0.0,117834394.9044586,507961783.4394904,735668.7898089172,118600636.9426752,508643312.1019108,416182165.6050955,False
479,10.0,1,1.0,0,0.0,8211464.968152866,0.0,0.0,0.0,0.0,0.0,0.0,1648407.643312102,0.0,True
480,30.0,4,2.142857142857143,0,0.0,2001273.885350318,0.0,0.0,0.0,0.0,0.0,0.0,1357324.840764331,566242.0382165605,True
481,40.0,0,0.0,0,0.0,200636.9426751592,0.0,1824458598.726115,1666496815.286624,702929936.3057325,2428382165.605095,1666514649.681529,702970063.6942675,1200773248.407643,False
482,10.0,0,0.0,0,0.0,9068152.866242038,0.0,0.0,0.0,12738853.50318471,0.0,0.0,20089808.91719745,40374522.29299363,False
483,10.0,7,7.0,1,16133.12101910828,4657961.78343949,0.0,0.0,0.0,0.0,0.0,0.0,859235.6687898089,0.0,True
484,20.0,46,13.85365853658537,23,2757122.738853504,3358598.726114649,0.0,0.0,0.0,725477.7070063694,0.0,0.0,2545222.929936306,0.0,True
485,30.0,1,1.0,0,0.0,319745.2229299363,3796178.343949045,24375796.17834395,36031210.1910828,70280254.77707006,24375796.17834395,36031210.1910828,70280254.77707006,66739490.44585987,True
486,30.0,0,0.0,0,0.0,186941401.2738853,0.0,0.0,0.0,0.0,21094904.45859873,37606369.42675159,121003821.656051,460098726.1146497,False
487,20.0,7,3.428571428571428,1,430778.9808917198,2049044.585987261,317834.3949044586,156687.898089172,717834.3949044585,413375.796178344,156687.898089172,717834.3949044585,413375.796178344,4250318.471337579,True
488,0.0,306,59.0167714884696,445,10646452.60509554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
489,0.0,0,0.0,0,0.0,34819745.22292993,0.0,0.0,0.0,0.0,0.0,177070.0636942675,197452.229299363,153427388.5350319,False
490,20.0,6,3.166666666666667,2,477293.0127388535,0.0,0.0,0.0,5691082.802547771,7390445.859872611,0.0,5691082.802547771,7390445.859872611,5679617.834394904,True
491,50.0,0,0.0,0,0.0,83322292.99363057,0.0,0.0,0.0,0.0,1825477.707006369,1825477.707006369,1825477.707006369,933505732.4840764,False
492,0.0,1,1.0,0,0.0,56403184.71337579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237776433.1210191,True
493,20.0,34,12.33333333333333,5,1827190.955414012,7006.369426751592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23507006.36942675,True
494,30.0,0,0.0,0,0.0,1336305.732484076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26489171.97452229,False
495,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
496,20.0,26,4.785714285714286,4,498198.8598726115,14960509.55414013,15918471.33757962,11641401.27388535,7646496.815286624,4807643.312101911,11641401.27388535,7646496.815286624,5634394.904458598,4584713.375796178,True
